平台,点赞数,评论数,博主名字,视频封面,视频链接,发布时间,视频标题/说明,播放量,分享数,时长秒,采集说明,来源URL
TikTok,3787835,6551,Mary,https://p16-common-sign.tiktokcdn-eu.com/tos-no1a-p-0037-no/ogExnXREQFAfHQBtUpvgCi5mkBFxVfNDvD7Myg~tplv-tiktokx-origin.image?biz_tag=musically_video.video_cover&dr=1347&idc=no1a&ps=933b5bde&refresh_token=9ba2cb8b&s=SEARCH&sc=cover&shcp=c1333099&shp=d05b14bd&t=bacd0480&x-expires=1782727200&x-signature=raqFm4FNk2sBI4ruCdi5zYgu7sE%3D,https://www.tiktok.com/@mary.g0.round/video/7581524587050044694,2025-12-09,SOMEONE FIND HER TIKTOK 😭😭🙏‼️ #kpop #kpoprandomdancechallenge #kpoprandomplaydance #yeonjun #katseyedaniela,27344119,45717,29,TikTok search: kpop dance challenge; one-year window,https://www.tikwm.com/api/feed/search?keywords=kpop+dance+challenge&count=30
TikTok,227294,1684,shiro,https://p16-common-sign.tiktokcdn-eu.com/tos-useast8-p-0068-tx2/oUIwIKiRIVl2AkB0ziSCfysJqq8C2i1AqvCdA8~tplv-tiktokx-origin.image?biz_tag=musically_video.video_cover&dr=1347&idc=no1a&ps=933b5bde&refresh_token=79cd3254&s=SEARCH&sc=cover&shcp=c1333099&shp=d05b14bd&t=bacd0480&x-expires=1782727200&x-signature=vMGIwxEjJY%2BemDDocXajY3AiSao%3D,https://www.tiktok.com/@shirowillwin/video/7615681176195435806,2026-03-11,Can you get them all?🕺 #shuffle #dance #tutorials #fyp #viral,2536121,15800,61,TikTok search: shuffle dance challenge; one-year window,https://www.tikwm.com/api/feed/search?keywords=shuffle+dance+challenge&count=30
TikTok,229271,1287,Jenny Aston,https://p16-common-sign.tiktokcdn-eu.com/tos-no1a-p-0037-no/ocEUSEEfRpEb8kFIBYDU72Fg6WeigA2QgQH3QE~tplv-tiktokx-origin.image?biz_tag=musically_video.video_cover&dr=1347&idc=no1a&ps=933b5bde&refresh_token=0f50cb57&s=SEARCH&sc=cover&shcp=c1333099&shp=d05b14bd&t=bacd0480&x-expires=1782727200&x-signature=bRWlSjwobX%2BkRdDEHh2JxL%2BRzSw%3D,https://www.tiktok.com/@jl.shuffle1/video/7604907046135287062,2026-02-10,Replying to @carrillo hope this helps! 💃🕺 #shuffledance #shuffletutorial #learningtoshuffle #pollypocket,8229842,45238,14,TikTok search: shuffle dance challenge; one-year window,https://www.tikwm.com/api/feed/search?keywords=shuffle+dance+challenge&count=30
TikTok,228084,1285,PINTEREST KID.,https://p16-common-sign.tiktokcdn-eu.com/tos-useast2a-p-0037-euttp/ogOBbFRogIL5xtUNfeoRhG2GwgwbYSfeAAILpG~tplv-tiktokx-origin.image?biz_tag=musically_video.video_cover&dr=1347&idc=no1a&item=7651892160308038944&ps=933b5bde&refresh_token=81880758&s=SEARCH&sc=cover&shcp=c1333099&shp=d05b14bd&t=bacd0480&x-expires=1782727200&x-signature=O%2BBjQGigyoycfBRva%2BjK20SWBAE%3D,https://www.tiktok.com/@definitelyfirst/video/7651892160308038944,2026-06-16,@[ᴍᴜʀ - ᴢᴇᴇ]® #murzz #b00tleg #hellokitty,2159587,11835,19,TikTok search: passinho do jamal dance; one-year window,https://www.tikwm.com/api/feed/search?keywords=passinho+do+jamal+dance&count=30
TikTok,225895,949,Dance From Home,https://p16-common-sign.tiktokcdn-eu.com/tos-no1a-p-0037-no/okxG0CI9NABywuAUEnCCBjNQqSiqISuiwAzbfA~tplv-tiktokx-dmt-logom:tos-no1a-i-0068-no/owMFkFDCREFllIApcQEESaCAxAwgq3Afkofj2C.image?biz_tag=musically_video.video_cover&dr=9230&idc=no1a&ps=933b5bde&refresh_token=af1e7a1b&s=SEARCH&sc=cover&shcp=c1333099&shp=d05b14bd&t=bacd0480&x-expires=1782727200&x-signature=HgSSv4R2tMq%2B4mD8fFLXOmfV%2F%2Bc%3D,https://www.tiktok.com/@dance.from.home/video/7534740589238095126,2025-08-04,"Learn your first dance step by step with us! 😍 Start your first dance in a way your guests will remember forever! 💖 We've prepared a beautiful and simple beginning to the song ""Ordinary"" by Alex Warren ✨ And if you're up for more, the full choreography is waiting for you in our online course! 💃🕺 👉 What do you think of this kind of beginning? Let us know in the comments! 💬 ➡️ Learn your first dance step by step: www.dancefromhome.com ✨Follow us for more✨ #weddingdance #weddingdanceonline #firstda",4494262,51700,31,TikTok search: ordinary dance challenge; one-year window,https://www.tikwm.com/api/feed/search?keywords=ordinary+dance+challenge&count=30
TikTok,213550,545,𝒜𝓋𝒶-𝑀𝒶𝓇𝑒𝑒,https://p16-common-sign.tiktokcdn-eu.com/tos-alisg-p-0037/occ8raOfDI41nNn5ABFCUxRU6BfppqBIEUgIED~tplv-tiktokx-origin.image?biz_tag=musically_video.video_cover&dr=1347&idc=no1a&ps=933b5bde&refresh_token=654fba60&s=SEARCH&sc=cover&shcp=c1333099&shp=d05b14bd&t=bacd0480&x-expires=1782727200&x-signature=j%2FW4TxR8VUWk7j04Q40HgQ6msV4%3D,https://www.tiktok.com/@avamaree10/video/7569899285974764807,2025-11-07,bit messy but loved this dance!! #dance #fyp #viral #dontclipmepls #real,1307524,4110,56,TikTok search: messy dance challenge; one-year window,https://www.tikwm.com/api/feed/search?keywords=messy+dance+challenge&count=30
TikTok,212124,559,𝐋𝐄𝐎𝐍𝐀,https://p16-common-sign.tiktokcdn-eu.com/tos-no1a-p-0037-no/oclmN8DwMLeRWkkI1eQevuBX3DIAHhIA0ujsHA~tplv-tiktokx-origin.image?biz_tag=musically_video.video_cover&dr=1347&idc=no1a&ps=933b5bde&refresh_token=ca8fcc47&s=SEARCH&sc=cover&shcp=c1333099&shp=d05b14bd&t=bacd0480&x-expires=1782727200&x-signature=dgmT5sxA5RkiA2Mu%2F%2FLrB18Kby4%3D,https://www.tiktok.com/@leonaaltun/video/7561395840565169430,2025-10-15,Again bc love this Song #timbaland #hiphop #hiphopdance #dancechallenge #hiphopdance,4058324,7256,15,TikTok search: hip hop dance challenge; one-year window,https://www.tikwm.com/api/feed/search?keywords=hip+hop+dance+challenge&count=30
TikTok,209910,285,alexia 🪩,https://p16-common-sign.tiktokcdn-eu.com/tos-useast2a-p-0037-euttp/ooUB4raHQoxCDIJIQOFH4GA0FjFeLMfccgGDeE~tplv-tiktokx-origin.image?biz_tag=musically_video.video_cover&dr=1347&idc=no1a&item=7639107573504904481&ps=933b5bde&refresh_token=dd76e56d&s=SEARCH&sc=cover&shcp=c1333099&shp=d05b14bd&t=bacd0480&x-expires=1782727200&x-signature=givo55WaBcxrWc7futoKPbU0E9w%3D,https://www.tiktok.com/@alexia.lgd/video/7639107573504904481,2026-05-13,walk it out @Kaïs 🕷️ 😝 #dancer #dancetrend,1750854,13358,29,TikTok search: walk in walk out dance; one-year window,https://www.tikwm.com/api/feed/search?keywords=walk+in+walk+out+dance&count=30
TikTok,197045,1528,d4nc_4u,https://p16-common-sign.tiktokcdn-eu.com/tos-no1a-p-0037-no/o8bTrEhu4AufBjAlAILotZIGpezeIFMILIDXaI~tplv-tiktokx-origin.image?biz_tag=musically_video.video_cover&dr=1347&idc=no1a&ps=933b5bde&refresh_token=efc3e05d&s=SEARCH&sc=cover&shcp=c1333099&shp=d05b14bd&t=bacd0480&x-expires=1782727200&x-signature=nRhN%2BoyQCsLMWRHXg56yCTmdQUI%3D,https://www.tiktok.com/@d4nc_4u/video/7627519221630602518,2026-04-11,Part 2 | Dance trend 24/7🇧🇷 #dance #fyp #viral #brasil🇧🇷 #jamal,2585909,32160,32,TikTok search: passinho do jamal dance; one-year window,https://www.tikwm.com/api/feed/search?keywords=passinho+do+jamal+dance&count=30
TikTok,191139,1338,.,https://p16-common-sign.tiktokcdn-eu.com/tos-alisg-p-0037/owgILRrBInfHALO0oDogGADcFZfCC8GwIguejs~tplv-tiktokx-origin.image?biz_tag=musically_video.video_cover&dr=1347&idc=no1a&ps=933b5bde&refresh_token=bf199a8e&s=SEARCH&sc=cover&shcp=c1333099&shp=d05b14bd&t=bacd0480&x-expires=1782727200&x-signature=pdGpDhCIth%2BHxCwy%2BnaLzimwq7c%3D,https://www.tiktok.com/@chels.secretsecret/video/7531207611337788690,2025-07-26,#fyp #viral #dance #Summer #xybca #asian #dancesfor2 #2025 #tiktokdance #teamwork #chinese #trending #tiktokdance2025 #sauga #oakville #squareone #confidence,10216395,18222,9,TikTok search: viral dance 2025; one-year window,https://www.tikwm.com/api/feed/search?keywords=viral+dance+2025&count=30
TikTok,180138,1418,.angelinamayyyy,https://p16-common-sign.tiktokcdn-eu.com/tos-no1a-p-0037-no/oUDPbQT7EG2eAF3LVFIIGALzf60zD0DnIQzfjm~tplv-tiktokx-origin.image?biz_tag=musically_video.video_cover&dr=1347&idc=no1a&ps=933b5bde&refresh_token=7b06e669&s=SEARCH&sc=cover&shcp=c1333099&shp=d05b14bd&t=bacd0480&x-expires=1782727200&x-signature=RLL%2B78zIVM6zZzhvgmwOTk%2FviPg%3D,https://www.tiktok.com/@.angelinamayyyy/video/7523236328562003222,2025-07-04,my baee @Emma 🥰 #foryoupage #fyp #foryou #onthisday #fypシ #fyppppppppppppppppppppppp #newtrend #dance #dans #viral #2025,8348997,14270,9,TikTok search: viral dance 2025; one-year window,https://www.tikwm.com/api/feed/search?keywords=viral+dance+2025&count=30
TikTok,175368,1783,esssay🖤,https://p16-common-sign.tiktokcdn-eu.com/tos-alisg-p-0037/oYSGKgIFGAeQYBw1RXategAIGeAYLGANbJAmfQ~tplv-tiktokx-origin.image?biz_tag=musically_video.video_cover&dr=1347&idc=no1a&ps=933b5bde&refresh_token=43b7f3e1&s=SEARCH&sc=cover&shcp=c1333099&shp=d05b14bd&t=bacd0480&x-expires=1782727200&x-signature=2h%2BULrRpduhVlFkWm1PAgwglAD8%3D,https://www.tiktok.com/@essay_15/video/7611363773651094791,2026-02-27,messy hair #fyppppppppppppppppppppppp #dancechallenge #trending,2663453,9179,9,TikTok search: messy dance challenge; one-year window,https://www.tikwm.com/api/feed/search?keywords=messy+dance+challenge&count=30
TikTok,185505,171,Shayna’🇲🇶,https://p19-common-sign.tiktokcdn-eu.com/tos-useast2a-p-0037-euttp/oQB6gSEcwTidI5mIRE5ZbtibI50vjawlAAB0K~tplv-tiktokx-origin.image?biz_tag=musically_video.video_cover&dr=1347&idc=no1a&item=7652824708211150113&ps=933b5bde&refresh_token=a7fc9e7b&s=SEARCH&sc=cover&shcp=c1333099&shp=d05b14bd&t=bacd0480&x-expires=1782727200&x-signature=ROTnUuxHnXw9XXp9x7gVobvc1Fo%3D,https://www.tiktok.com/@s.ay972/video/7652824708211150113,2026-06-19,Dc : @MJENAYLA // 👩🏻‍🤝‍👩🏽 @Chilombo🪷 #foryou #pourtoi #trend #dance #amapiano,1199468,5736,13,TikTok search: amapiano dance challenge; one-year window,https://www.tikwm.com/api/feed/search?keywords=amapiano+dance+challenge&count=30
TikTok,176457,1006,vee 🪄,https://p16-common-sign.tiktokcdn-eu.com/tos-alisg-p-0037/osYFJt0ERIUAZUlfmoIDLeDpSKRFEByLBgpUtG~tplv-tiktokx-origin.image?biz_tag=musically_video.video_cover&dr=1347&idc=no1a&ps=933b5bde&refresh_token=6ae3c3c3&s=SEARCH&sc=cover&shcp=c1333099&shp=d05b14bd&t=bacd0480&x-expires=1782727200&x-signature=rykjrRJ5thCuUklYTeGPjkFsDUY%3D,https://www.tiktok.com/@katswiinks/video/7573002396171898119,2025-11-16,If Touch by KATSEYE was in Just Dance 🎄🪩 dts:@yan @cal ༄ @lana •°♡ @𝑗𝑜𝑒 ִ ࣪𖤐 @sour @curtis🤍 @aera @olly ꩜ @KATSEYE @🗝️ @Just Dance 2026 | Ubisoft GSA @sophia laforteza special thanks to : peaksyt3009 on YT for tremendous help! #katseye #justdance #christmas #gnarly #touch,1385809,13398,62,TikTok search: katseye touch dance challenge; one-year window,https://www.tikwm.com/api/feed/search?keywords=katseye+touch+dance+challenge&count=30
TikTok,176158,498,ItzzJhanéꨄ,https://p16-common-sign.tiktokcdn-eu.com/tos-useast2a-p-0037-euttp/ow3BiBrt9C9AIDYvEAAFifBuTrdW0IAcaBAIos~tplv-tiktokx-origin.image?biz_tag=musically_video.video_cover&dr=1347&idc=no1a&item=7561451776017190177&ps=933b5bde&refresh_token=090b5a22&s=SEARCH&sc=cover&shcp=c1333099&shp=d05b14bd&t=bacd0480&x-expires=1782727200&x-signature=9bffHJQM2UKtYjoCzY3MDvDjPB8%3D,https://www.tiktok.com/@official_jhane_danie/video/7561451776017190177,2025-10-15,Jealousyyy📸 | DC: @loockas & @Rèj X #fyp #trending #dance #viral #afro,2295247,5765,21,TikTok search: afrodance challenge; one-year window,https://www.tikwm.com/api/feed/search?keywords=afrodance+challenge&count=30
TikTok,163317,2100,Papta Steezy,https://p16-common-sign.tiktokcdn-eu.com/tos-alisg-p-0037/oYgFCTaIkCW8fAjDCBgAdLIDGwGj7oMfYeEL7o~tplv-tiktokx-origin.image?biz_tag=musically_video.video_cover&dr=1347&idc=no1a&ps=933b5bde&refresh_token=1f2eddef&s=SEARCH&sc=cover&shcp=c1333099&shp=d05b14bd&t=bacd0480&x-expires=1782727200&x-signature=0sv7MLbSrH9aPZXGg5pqripuihc%3D,https://www.tiktok.com/@ziyakhalaejozie/video/7624788655177075989,2026-04-04,AMAPIANO DANCE CHALLENGE 2026 TRENDING #paptasteezy #ziyakhalaejozie #amapianochallenge #amapianoisalifestyle #amapianovibes,6649918,4647,15,TikTok search: amapiano dance challenge; one-year window,https://www.tikwm.com/api/feed/search?keywords=amapiano+dance+challenge&count=30
TikTok,168787,332,JJ & Lulu🌟,https://p16-common-sign.tiktokcdn-eu.com/tos-alisg-p-0037/5bd19a3a86e44a258927397af53ccf5a~tplv-tiktokx-origin.image?biz_tag=musically_video.video_cover&dr=10402&idc=no1a&ps=13740610&refresh_token=6a3aacbb&shcp=9b759fb9&shp=c1333099&t=4d5b0474&x-expires=1782662400&x-signature=t72NqTFNQePdb1TGLk%2BHyMWpbhg%3D,https://www.tiktok.com/@jaden__lunathi.15s/video/7582208851739512084,2025-12-10,Guess who got promoted!!!🥳🥳🔥🔥🔥#fypage #fyppppppppppppppppppppppp #newdancechallenge #amapiano #zep,4273135,7536,29,TikTok search: amapiano dance challenge; one-year window,https://www.tikwm.com/api/feed/search?keywords=amapiano+dance+challenge&count=30
TikTok,152566,2051,Lizzie,https://p16-common-sign.tiktokcdn-eu.com/tos-no1a-p-0037-no/o42AQWAXfIAXDGAAePRfydQIWghTM8fKQ13hy8~tplv-tiktokx-origin.image?biz_tag=musically_video.video_cover&dr=1347&idc=no1a&ps=933b5bde&refresh_token=21bff85a&s=SEARCH&sc=cover&shcp=c1333099&shp=d05b14bd&t=bacd0480&x-expires=1782727200&x-signature=wRflf%2Bl7fquUvm%2FY5%2BKMwxf8A40%3D,https://www.tiktok.com/@lizziecl/video/7529530012916124950,2025-07-21,Polly Pocket / diagonal Running Man tutorial 🥰 #shuffletutorial #shuffledance #dancetutorial,7446562,22170,18,TikTok search: shuffle dance challenge; one-year window,https://www.tikwm.com/api/feed/search?keywords=shuffle+dance+challenge&count=30
