平台,点赞数,评论数,博主名字,视频封面,视频链接,发布时间,视频标题/说明,播放量,分享数,时长秒,采集说明,来源URL
TikTok,10590,25,danceemporiumfitness,https://p16-common-sign.tiktokcdn-eu.com/tos-no1a-p-0037-no/o0kleFFjIDUAS4IllAABAgL1Efofz8LECzIASA~tplv-tiktokx-origin.image?biz_tag=musically_video.video_cover&dr=1347&idc=no1a&ps=933b5bde&refresh_token=613ee78a&s=SEARCH&sc=cover&shcp=c1333099&shp=d05b14bd&t=bacd0480&x-expires=1782727200&x-signature=XKtmw%2FaSsYSBKr45lV8sTFI6yNI%3D,https://www.tiktok.com/@danceemporiumfitness/video/7648401598338567446,2026-06-07,"Everyone wants that Tyla waistline … until they actually try it 😅🔥 This viral step is from Bacardi dance, a South African dance style that has influenced so many of the movements you see today across mainstream dance culture. The best part? You don’t need any dance experience to start learning. This clip is taken from one of the 7 classes inside the Water Waistline Starter Pack, where I break down the foundations step-by-step so you can build confidence, improve your flow and actually understand",218662,647,23,TikTok search: waist dance; one-year window; adult/sensitive-term filtered,https://www.tikwm.com/api/feed/search?keywords=waist+dance&count=30
TikTok,10403,43,NatNat Lawrensky,https://p19-common-sign.tiktokcdn-eu.com/tos-no1a-p-0037-no/os6fLGEQEmLXL8DeIArwAITQufjO4A7yIQODFm~tplv-tiktokx-dmt-logom:tos-no1a-i-0068-no/ow7pPlyKAAA9ARRJgEi3eukBBfxGKQFiFECDwI.image?biz_tag=musically_video.video_cover&dr=9230&idc=no1a&ps=933b5bde&refresh_token=f24a2e76&s=SEARCH&sc=cover&shcp=c1333099&shp=d05b14bd&t=bacd0480&x-expires=1782727200&x-signature=q0vw4dnC2%2FYxMq0ZWZNM9Xj%2Br5c%3D,https://www.tiktok.com/@mslawrensky/video/7633804764056259862,2026-04-28,Double trouble 👀🤭 with sis @Beccy_boom 💕✨ DC: @Amber Rae 🤭✨ #panic #vybzkartel #dancehallvibes #dancetiktoks #dancechallen,210113,207,11,TikTok search: dancehall dance challenge; one-year window; adult/sensitive-term filtered,https://www.tikwm.com/api/feed/search?keywords=dancehall+dance+challenge&count=30
TikTok,10455,18,rufaro 🧸,https://p16-common-sign.tiktokcdn-eu.com/tos-no1a-p-0037-no/o4QIeLTsLDVlL3G2gegrUIDAI1Wrcvk1jeBAjK~tplv-tiktokx-origin.image?biz_tag=musically_video.video_cover&dr=1347&idc=no1a&ps=933b5bde&refresh_token=c16e21c4&s=SEARCH&sc=cover&shcp=c1333099&shp=d05b14bd&t=bacd0480&x-expires=1782727200&x-signature=205Axx4AMkMk%2FbFlpp%2FeG939OF0%3D,https://www.tiktok.com/@rufaro.ec/video/7628632292545580310,2026-04-14,are we valid orrr?? #fyp #dance #congolaise🇨🇩 #waistline,138684,386,15,TikTok search: waist dance; one-year window; adult/sensitive-term filtered,https://www.tikwm.com/api/feed/search?keywords=waist+dance&count=30
TikTok,8435,106,m3.teo,https://p16-common-sign.tiktokcdn-eu.com/tos-useast8-p-0068-tx2/owEBo0qC6AGygAIGzQIAjiiibzB7u9AvOfusxq~tplv-tiktokx-origin.image?biz_tag=musically_video.video_cover&dr=1347&idc=no1a&ps=933b5bde&refresh_token=2543469b&s=SEARCH&sc=cover&shcp=c1333099&shp=d05b14bd&t=bacd0480&x-expires=1782727200&x-signature=hI5LPQn0jEIZfdFmSkXc3ZNU%2B9A%3D,https://www.tiktok.com/@m3.teo/video/7631577223346048287,2026-04-22,day 3 learning brazilian dance🇧🇷 #fyp #phonk #trending #braziliandance #brazil,763595,460,15,TikTok search: brazilian funk dance; one-year window; adult/sensitive-term filtered,https://www.tikwm.com/api/feed/search?keywords=brazilian+funk+dance&count=30
TikTok,8037,145,まじっくあわー🦋💎,https://p16-common-sign.tiktokcdn-eu.com/tos-alisg-p-0037/ogIN5PCEYkRIE3CHXAtiCiihHNBayjAdBxKmC~tplv-tiktokx-origin.image?biz_tag=musically_video.video_cover&dr=1347&idc=no1a&ps=933b5bde&refresh_token=cbf13a99&s=SEARCH&sc=cover&shcp=c1333099&shp=d05b14bd&t=bacd0480&x-expires=1782727200&x-signature=t3tjN3v0yodgu0tII5PBN%2FEkqno%3D,https://www.tiktok.com/@magichour0120/video/7654160095063854356,2026-06-22,A cheerful dance🥳🎶 #brazilianfunk #ArrochaFunkTaMeLigandoPorque #dance #trend #流行り,87673,191,15,TikTok search: brazilian funk dance; one-year window; adult/sensitive-term filtered,https://www.tikwm.com/api/feed/search?keywords=brazilian+funk+dance&count=30
TikTok,7970,135,まじっくあわー🦋💎,https://p16-common-sign.tiktokcdn-eu.com/tos-alisg-p-0037/oINfrJAfeAg2gOznHGGoNeF8kIGQLRm0r5ugOC~tplv-tiktokx-origin.image?biz_tag=musically_video.video_cover&dr=1347&idc=no1a&ps=933b5bde&refresh_token=18cb90ac&s=SEARCH&sc=cover&shcp=c1333099&shp=d05b14bd&t=bacd0480&x-expires=1782727200&x-signature=uyeW9cCTDZYOf%2FFdQCejHQZD3iM%3D,https://www.tiktok.com/@magichour0120/video/7656059877562813717,2026-06-27,"Meow, meow, meow, meow meow🐱✊🏻 ̖́- #brazilianfunk #POUINBRAZIL #dance #trend #流行り",78340,220,12,TikTok search: brazilian funk dance; one-year window; adult/sensitive-term filtered,https://www.tikwm.com/api/feed/search?keywords=brazilian+funk+dance&count=30
TikTok,5134,408,jensu64,https://p16-common-sign.tiktokcdn-eu.com/tos-useast8-p-0068-tx2/ocBI2fS9UAHjBEYIBB4iAwCqMIfiEl50ThfD2H~tplv-tiktokx-origin.image?biz_tag=musically_video.video_cover&dr=1347&idc=no1a&ps=933b5bde&refresh_token=a7ad0c60&s=SEARCH&sc=cover&shcp=c1333099&shp=d05b14bd&t=bacd0480&x-expires=1782727200&x-signature=6qqzSA1UgRFVT6wXuPUAydX%2FVh8%3D,https://www.tiktok.com/@jensu64/video/7637313321200389406,2026-05-08,Getting ready for the slayter concert@hailey_brooke @cherble #slayyyter #dance #dancetrend #waistline #hyperpop,170790,293,11,TikTok search: waist dance; one-year window; adult/sensitive-term filtered,https://www.tikwm.com/api/feed/search?keywords=waist+dance&count=30
TikTok,7606,87,SEVENTOEIGHT,https://p16-common-sign.tiktokcdn-eu.com/tos-alisg-p-0037/08c69ef3750849e79461f3a0d285fa50~tplv-tiktokx-origin.image?biz_tag=musically_video.video_cover&dr=10402&idc=no1a&ps=13740610&refresh_token=1f2a131d&shcp=9b759fb9&shp=c1333099&t=4d5b0474&x-expires=1782662400&x-signature=xJMeP%2FXLbFuokCZHZgL%2FREdGjbA%3D,https://www.tiktok.com/@seventoeight_official/video/7653446511136656647,2026-06-20,Brazilian Funk vibes 🎶✨ #SEVENTOEIGHT #DOM #dancebrazil #elakecavucadhina #trend,118181,242,15,TikTok search: brazilian funk dance; one-year window; adult/sensitive-term filtered,https://www.tikwm.com/api/feed/search?keywords=brazilian+funk+dance&count=30
TikTok,7569,70,Sebbbb🇻🇪,https://p16-common-sign.tiktokcdn-eu.com/tos-useast5-p-0068-tx/oQfcFQDp0ABicxPIBIR5yZA7JPmwP0c4BCIiiC~tplv-tiktokx-origin.image?biz_tag=musically_video.video_cover&dr=1347&idc=no1a&ps=933b5bde&refresh_token=fe5fe927&s=SEARCH&sc=cover&shcp=c1333099&shp=d05b14bd&t=bacd0480&x-expires=1782727200&x-signature=SVmACQ7%2FWjqX5CA2xDHnVjwgyVI%3D,https://www.tiktok.com/@sebbb233/video/7611669257776090381,2026-02-28,🎵”Back it up”🎵-@🅿️ #duo #dancetrend2026 #2man #newdance #fyp,306520,1056,12,TikTok search: back it up dance; one-year window; adult/sensitive-term filtered,https://www.tikwm.com/api/feed/search?keywords=back+it+up+dance&count=30
TikTok,5445,158,Luan Bazilio,https://p16-common-sign.tiktokcdn-eu.com/tos-alisg-p-0037/ogDQ7EfTF4yaqFvEeTzBAzUaEPQBTQjgR15TKK~tplv-tiktokx-origin.image?biz_tag=musically_video.video_cover&dr=1347&idc=no1a&ps=933b5bde&refresh_token=14832514&s=SEARCH&sc=cover&shcp=c1333099&shp=d05b14bd&t=bacd0480&x-expires=1782727200&x-signature=mYtfT8g2gFafUtYlK0yCo8c72j0%3D,https://www.tiktok.com/@luanbaziliooo/video/7655457508428926229,2026-06-26,No Batidão 🔥 Brazilian Funk taking over the world 🌎💃 #NoBatidao #BrazilianFunk #DanceChallenge #ViralDance #TrendingMusic -pop 🔥 브라질 펑크가 전 세계를 휩쓸고 있다 🌎💃,78437,287,59,TikTok search: funk dance challenge; one-year window; adult/sensitive-term filtered,https://www.tikwm.com/api/feed/search?keywords=funk+dance+challenge&count=30
TikTok,5075,23,こころ,https://p16-common-sign.tiktokcdn-eu.com/tos-useast8-p-0068-tx2/osaCB4SoTGB2i5bITXk0gR5VEa1IAviAHVGlp~tplv-tiktokx-origin.image?biz_tag=musically_video.video_cover&dr=1347&idc=no1a&ps=933b5bde&refresh_token=69345871&s=SEARCH&sc=cover&shcp=c1333099&shp=d05b14bd&t=bacd0480&x-expires=1782727200&x-signature=AQmHydvOmpQNNnE4Y5Q33QG5nak%3D,https://www.tiktok.com/@cocorosukii/video/7576417461126303007,2025-11-25,Dance for your bodyyyy ✨ DC: @Jaya Cody #dance #dancechallenge #dancetrend,64361,123,15,TikTok search: body dance challenge; one-year window; adult/sensitive-term filtered,https://www.tikwm.com/api/feed/search?keywords=body+dance+challenge&count=30
TikTok,4886,18,fare.ashton,https://p16-common-sign.tiktokcdn-eu.com/tos-no1a-p-0037-no/oQBIxcZSkWANBIKAgWvBacDYEiY25iDI9ZJw0~tplv-tiktokx-origin.image?biz_tag=musically_video.video_cover&dr=1347&idc=no1a&ps=933b5bde&refresh_token=664bae1e&s=SEARCH&sc=cover&shcp=c1333099&shp=d05b14bd&t=bacd0480&x-expires=1782727200&x-signature=poqspD3VeNt5mShNBev1APwMgps%3D,https://www.tiktok.com/@fare.ashton/video/7607267989083262230,2026-02-16,How do people struggle wit this dance💀 #viral#fyp#funk#brazil#trend,41941,322,15,TikTok search: brazilian funk dance; one-year window; adult/sensitive-term filtered,https://www.tikwm.com/api/feed/search?keywords=brazilian+funk+dance&count=30
TikTok,4538,57,George Max😌,https://p16-common-sign.tiktokcdn-eu.com/tos-alisg-p-0037/ooJCgiBBwNABCJ7ifA0IAAA9EQFXNgIaptsAzK~tplv-tiktokx-origin.image?biz_tag=musically_video.video_cover&dr=1347&idc=no1a&ps=933b5bde&refresh_token=35a421ff&s=SEARCH&sc=cover&shcp=c1333099&shp=d05b14bd&t=bacd0480&x-expires=1782727200&x-signature=DHXISFlwvY3nDBbfyivGUzU%2FNFg%3D,https://www.tiktok.com/@georegmax/video/7567495249287777557,2025-11-01,Body Dance Challenge w/ @Coollake Dc: @FATBOYTHEDANCER #georegmax #mavo,106150,160,35,TikTok search: body dance challenge; one-year window; adult/sensitive-term filtered,https://www.tikwm.com/api/feed/search?keywords=body+dance+challenge&count=30
TikTok,3249,181,𝐉𝐔𝐍💎,https://p16-common-sign.tiktokcdn-eu.com/tos-alisg-p-0037/owA2vlqnGgDB8ES4ABLAofjNsEefUADQI5AiIY~tplv-tiktokx-origin.image?biz_tag=musically_video.video_cover&dr=1347&idc=no1a&ps=933b5bde&refresh_token=7478648a&s=SEARCH&sc=cover&shcp=c1333099&shp=d05b14bd&t=bacd0480&x-expires=1782727200&x-signature=%2BBFHSUmFDwboE4WkCyuZ4S0%2BfvQ%3D,https://www.tiktok.com/@___juuun05/video/7651948922532842759,2026-06-16,Can you spot where I messed up?🤣This dance is so hard😵‍💫🧠🌀 #ElaKéCavucadinha #brazilianfunk #dance #trend #流行り @まじっくあわー🦋💎,65636,121,15,TikTok search: brazilian funk dance; one-year window; adult/sensitive-term filtered,https://www.tikwm.com/api/feed/search?keywords=brazilian+funk+dance&count=30
TikTok,4349,14,Zartik | Танцы Астана,https://p16-common-sign.tiktokcdn-eu.com/tos-alisg-p-0037/o0cojUotaJBIIZpODAQFZfVe73eAkLQGHv4CUG~tplv-tiktokx-origin.image?biz_tag=musically_video.video_cover&dr=1347&idc=no1a&ps=933b5bde&refresh_token=cf57b653&s=SEARCH&sc=cover&shcp=c1333099&shp=d05b14bd&t=bacd0480&x-expires=1782727200&x-signature=Ncpxt3N7PwIJlSgMyXt2zgqhewo%3D,https://www.tiktok.com/@zartikk/video/7652797593348574482,2026-06-19,💃🏻💃🏻 #dance #dancechallenge #jazzfunk #танцы #джазфанк,42717,48,11,TikTok search: funk dance challenge; one-year window; adult/sensitive-term filtered,https://www.tikwm.com/api/feed/search?keywords=funk+dance+challenge&count=30
TikTok,2838,146,kimberlyladiboi,https://p19-common-sign.tiktokcdn-eu.com/tos-alisg-p-0037/oIIjDfhaDD2TFt8ImiE4tMQLoC4QV6oAxfjqfA~tplv-tiktokx-origin.image?biz_tag=musically_video.video_cover&dr=1347&idc=no1a&ps=933b5bde&refresh_token=3c94f775&s=SEARCH&sc=cover&shcp=c1333099&shp=d05b14bd&t=bacd0480&x-expires=1782727200&x-signature=UjtclL0Y%2BCvJ%2FMAvj2eEiS39gFU%3D,https://www.tiktok.com/@kimberlyladiboidoll/video/7624999158340013330,2026-04-05,Rate my hip shake. #dance #dancechallenge #viral #fyp #fy,59615,199,16,TikTok search: shake dance challenge; one-year window; adult/sensitive-term filtered,https://www.tikwm.com/api/feed/search?keywords=shake+dance+challenge&count=30
TikTok,3459,64,Palomiahh🕊️,https://p16-common-sign.tiktokcdn-eu.com/tos-useast8-p-0068-tx2/oseISeS1ZA0jG11QCkfIA1CqKIdLIOtaUFpyCp~tplv-tiktokx-origin.image?biz_tag=musically_video.video_cover&dr=1347&idc=no1a&ps=933b5bde&refresh_token=36a47e31&s=SEARCH&sc=cover&shcp=c1333099&shp=d05b14bd&t=bacd0480&x-expires=1782727200&x-signature=dZEjUH1sCUKjyWpLSn68rl9joz4%3D,https://www.tiktok.com/@gf8s4sa8/video/7654595235552562462,2026-06-23,Miami nights are for glitter & glow  Dancing through life in 4-inch heels. #MiamiNights #NightlifeBeauty #GlitterMakeup #DanceChallenge #LatinaVibes,24330,12,12,TikTok search: latina dance challenge; one-year window; adult/sensitive-term filtered,https://www.tikwm.com/api/feed/search?keywords=latina+dance+challenge&count=30
